Region,BeginDate,Income ($)
World,1730-2010,9300
Western Sahara,1940,11600
Paraguay,1940,11600
Algeria,1960,5400
Russia,1950,24100
Norway,1960,9000
United Kingdom,1950,17200
World,1730-2010,12400
World,1730-2010,9000
World,1730-2010,39500
World,1730-2010,9000
Barbados,1950,12400
Uzbekistan,1960,17200
New Zealand,1960,20900
Latvia,1960,9300
World,1730-2010,20900
Jordan,1880,17200
Montenegro,1960,34400
World,1730-2010,9300
Montserrat,1970,9300
Tanzania,1980,9300
Luxembourg,1930,22200
Ethiopia,1920,9000
Namibia,1910,9300
World,1730-2010,11600
World,1730-2010,9300
World,1730-2010,9000
Puerto Rico,1970,20900
World,1730-2010,22200
Azerbaijan,1970,17200
Israel,1950,24100
World,1730-2010,20900
Syria,1950,9300
Haiti,1920,5400
Israel,1910,24100
Iran,1930,9000
Western Sahara,1940,9300
Madagascar,1900,9300
Bahamas The,1900,9300
Reunion,1940,9000
World,1730-2010,9000
World,1730-2010,9300
Yemen,1920,25800
France,1910,12400
Albania,1940,11600
Japan,1930,20900
Burundi,1930,34400
Egypt,1930,22200
Christmas Island,1940,9300
Haiti,1890,22200
Saint Pierre and Miquelon,1970,17200
Malaysia,1970,17200
Palestinian Territory Occupied,1910,24100
Japan,1910,9300
Taiwan,1930,34400
Singapore,1940,9300
Tunisia,1940,20900
World,1730-2010,22200
Panama,1970,22200
Dominica,1970,9000
Somalia,1980,11600
World,1730-2010,12400
Denmark,1920,9300
Tajikistan,1940,9000
Paraguay,1950,5400
Montserrat,1940,9300
Central African Republic,1930,11600
Cape Verde,1810,17200
Vanuatu,1960,22200
South Sudan,1940,11600
Singapore,1920,17200
World,1730-2010,12400
Norway,1930,12400
Bahrain,1940,11600
World,1730-2010,9000
Nicaragua,1930,6500
Sweden,1940,9300
World,1730-2010,45500
Honduras,1960,11600
World,1730-2010,9300
World,1730-2010,3100
Ukraine,1950,12400
American Samoa,1950,22200
United Kingdom,1940,9300
Congo,1970,9300
Bhutan,1930,12400
Niue,1930,11600
Lithuania,1940,9000
Mexico,1930,12400
French Guiana,1950,9300
Bulgaria,1940,9300
Ireland,1920,9300
World,1730-2010,9300
World,1730-2010,25800
Benin,1980,9300
Albania,1930,11600
British Indian Ocean Territory,1940,20900
South Sudan,1920,9000
World,1730-2010,12400
Slovakia,1940,6500
Ireland,1940,5400
World,1730-2010,20900
Guernsey and Alderney,1930,6500
Spain,1890,5400
Eritrea,1910,6500
Bulgaria,1970,17200
Saint Vincent And The Grenadines,1950,9300
Martinique,1920,5400
Congo The Democratic Republic Of The,1930,6500
Romania,1970,22200
Ecuador,1960,20900
World,1730-2010,22200
Norway,1940,9300
Guadeloupe,1920,9300
World,1730-2010,6500
Montenegro,1970,9300
World,1730-2010,34700
Venezuela,1890,9300
World,1730-2010,6500
World,1730-2010,9300
World,1730-2010,25800
Guyana,1970,20900
Swaziland,1940,17200
Switzerland,1910,9000
World,1730-2010,42800
Finland,1970,6500
World,1730-2010,12400
World,1730-2010,9000
Guadeloupe,1970,22200
Sint Maarten (Dutch part),1970,9000
Poland,1950,6500
Moldova,1860,3100
Gabon,1910,20900
World,1730-2010,38600
Malawi,1970,9300
World,1730-2010,9300
Christmas Island,1940,20900
Italy,1920,9300
Turkey,1920,9300
World,1730-2010,9300
Chile,1970,9000
World,1730-2010,20900
United States,1940,6500
World,1730-2010,6500
Virgin Islands (British),1940,9000
Madagascar,1940,5400
Andorra,1890,11600
World,1730-2010,9300
World,1730-2010,9000
Italy,1850,24100
World,1730-2010,5400
World,1730-2010,38600
Uganda,1960,5400
Nepal,1900,9000
Colombia,1910,6500
World,1730-2010,9000
Grenada,1920,17200
Palestinian Territory Occupied,1930,3100
Chile,1930,24100
Cameroon,1960,5400
Latvia,1960,5400
World,1730-2010,11600
Bangladesh,1950,12400
World,1730-2010,6500
San Marino,1890,9000
Montserrat,1940,9300
Barbados,1920,6500
French Polynesia,1940,22200
Guinea-Bissau,1970,9300
Svalbard And Jan Mayen Islands,1960,9300
Bhutan,1960,5400
Indonesia,1880,9300
World,1730-2010,9300
Zimbabwe,1920,5400
Curaçao,1880,12400
Cambodia,1970,25800
Liberia,1970,20900
Greenland,1880,9300
World,1730-2010,11600
Antigua And Barbuda,1960,6500
Mexico,1940,38600
Iran,1980,9300
Botswana,1970,17200
Poland,1930,17200
World,1730-2010,12400
World,1730-2010,9000
World,1730-2010,9000
World,1730-2010,25800
Gambia The,1970,25800
World,1730-2010,6500
Georgia,1890,5400
World,1730-2010,3100
World,1730-2010,6500
World,1730-2010,9300
Portugal,1930,20900
Lebanon,1940,9000
San Marino,1930,11600
Libya,1960,11600
Papua new Guinea,1940,20900
Sint Maarten (Dutch part),1950,9000
Benin,1980,9300
Honduras,1920,6500
Burundi,1920,5400
Myanmar,1970,12400
Turks And Caicos Islands,1950,3100
Chile,1870,20900
Nigeria,1920,12400
Afghanistan,1960,5400
World,1730-2010,22200
Nigeria,1960,20900
Somalia,1970,9000
Bermuda,1930,9300
World,1730-2010,6500
World,1730-2010,5400
Vanuatu,1960,17200
Mexico,1960,20900
Cote D'Ivoire (Ivory Coast),1950,20900
World,1730-2010,9300
World,1730-2010,3100
Congo The Democratic Republic Of The,1880,22200
World,1730-2010,12400
Morocco,1890,42800
World,1730-2010,5400
Korea North,1880,9300
Uruguay,1970,6500
World,1730-2010,43100
Mexico,1920,12400
Greenland,1970,20900
Comoros,1970,17200
Rwanda,1940,9300
Faroe Islands,1970,11600
Azerbaijan,1920,22200
Lesotho,1950,20900
Sint Maarten (Dutch part),1940,9300
Thailand,1920,9300
World,1730-2010,9300
Jersey,1970,9000
Norfolk Island,1970,12400
Moldova,1950,9300
Liechtenstein,1910,22200
World,1730-2010,9300
Sweden,1880,5400
Albania,1940,9300
Austria,1920,12400
Martinique,1940,20900
World,1730-2010,34400
World,1730-2010,20900
Jersey,1950,12400
World,1730-2010,17200
Hong Kong S.A.R.,1920,11600
Greenland,1950,17200
World,1730-2010,38600
Sweden,1880,12400
Bahamas The,1950,24100
World,1730-2010,9300
World,1730-2010,9300
Botswana,1970,25800
Costa Rica,1970,11600
World,1730-2010,12400
Grenada,1930,9300
World,1730-2010,34700
World,1730-2010,9300
Morocco,1940,3100
Gibraltar,1930,20900
Turkey,1900,5400
World,1730-2010,20900
World,1730-2010,9300
Kyrgyzstan,1970,22200
Uruguay,1960,24100
World,1730-2010,22200
World,1730-2010,11600
World,1730-2010,20900
Curaçao,1890,38600
Belize,1940,43100
Macau S.A.R.,1930,9300
Costa Rica,1950,9300
World,1730-2010,20900
Ukraine,1950,9300
Mexico,1950,11600
Finland,1940,6500
Tuvalu,1940,38600
Gabon,1940,20900
Greece,1920,11600
Lesotho,1940,39500
Madagascar,1950,42800
Fiji Islands,1960,5400
Grenada,1930,6500
Bermuda,1940,12400
World,1730-2010,5400
World,1730-2010,24100
World,1730-2010,9300
Ethiopia,1950,9300
World,1730-2010,11600
Russia,1950,12400
Azerbaijan,1900,6500
Ecuador,1940,9300
World,1730-2010,6500
Saint Pierre and Miquelon,1930,12400
World,1730-2010,9300
Cuba,1920,9300
Serbia,1930,22200
Thailand,1940,11600
Brunei,1940,9300
Bahamas The,1940,22200
Vanuatu,1940,9000
Chad,1960,3100
Mozambique,1940,25800
Northern Mariana Islands,1920,24100
World,1730-2010,9000
Cuba,1940,22200
Guinea,1930,25800
World,1730-2010,6500
Belarus,1920,11600
Comoros,1980,12400
World,1730-2010,6500
World,1730-2010,17200
Andorra,1950,11600
American Samoa,1930,9000
World,1730-2010,11600
Macedonia,1970,12400
World,1730-2010,11600
French Southern Territories,1960,24100
Korea South,1970,34400
Botswana,1930,9000
World,1730-2010,42800
World,1730-2010,17200
Slovakia,1910,17200
Andorra,1980,6500
World,1730-2010,9300
Ghana,1900,25800
Panama,1920,9300
Georgia,1910,3100
Central African Republic,1960,17200
Czech Republic,1970,22200
French Polynesia,1960,11600
Djibouti,1970,3100
World,1730-2010,6500
Pitcairn Island,1970,9000
Tonga,1980,5400
World,1730-2010,17200
World,1730-2010,34400
Saint-Martin (French part),1960,9000
World,1730-2010,34700
Seychelles,1920,9300
Mayotte,1930,12400
Suriname,1940,9300
Vanuatu,1960,12400
Somalia,1980,9000
Mexico,1940,17200
Angola,1970,12400
Algeria,1950,9000
Aland Islands,1970,25800
Norfolk Island,1970,11600
World,1730-2010,6500
Tonga,1940,17200
Equatorial Guinea,1940,17200
Tanzania,1980,11600
Puerto Rico,1980,9300
World,1730-2010,9000
Saint Lucia,1900,6500
Iraq,1920,17200
Anguilla,1960,9300
Greece,1860,11600
Rwanda,1940,12400
Samoa,1960,6500
Falkland Islands,1890,9300
Burkina Faso,1840,11600
Christmas Island,1890,12400
Saint Pierre and Miquelon,1960,24100
Saint-Barthelemy,1950,12400
Sierra Leone,1950,17200
Puerto Rico,1950,5400
Kosovo,1970,11600
Reunion,1940,22200
Micronesia,1930,12400
Somalia,1940,12400
Micronesia,1940,24100
Turkmenistan,1940,6500
Turkey,1950,17200
World,1730-2010,24100
Ukraine,1920,9300
Spain,1950,12400
Cape Verde,1960,11600
World,1730-2010,34700
Afghanistan,1900,39500
World,1730-2010,20900
World,1730-2010,9300
Sierra Leone,1950,9000
Canada,1970,9300
Aruba,1970,42800
World,1730-2010,9300
World,1730-2010,24100
Morocco,1850,9300
World,1730-2010,9000
Tunisia,1890,9300
World,1730-2010,5400
World,1730-2010,12400
Afghanistan,1950,22200
United Kingdom,1940,9300
Ireland,1950,6500
Congo,1920,9000
Vanuatu,1970,5400
France,1950,9000
World,1730-2010,17200
Belgium,1960,12400
World,1730-2010,12400
World,1730-2010,3100
Oman,1950,5400
World,1730-2010,3100
World,1730-2010,9300
World,1730-2010,17200
Nepal,1950,20900
Belgium,1980,17200
Montserrat,1910,20900
Saint Pierre and Miquelon,1960,20900
Virgin Islands (US),1900,6500
World,1730-2010,6500
World,1730-2010,9300
World,1730-2010,34400
World,1730-2010,22200
World,1730-2010,43100
Senegal,1970,17200
Aruba,1970,6500
World,1730-2010,20900
Ghana,1940,6500
Iran,1940,22200
Guatemala,1930,17200
Aruba,1940,22200
World,1730-2010,9300
Cambodia,1970,24100
World,1730-2010,20900
World,1730-2010,9300
World,1730-2010,6500
World,1730-2010,22200
British Indian Ocean Territory,1910,11600
Guernsey and Alderney,1920,12400
World,1730-2010,17200
Mozambique,1940,34400
Guinea,1970,9000
Ecuador,1950,17200
World,1730-2010,24100
Nicaragua,1960,22200
Bhutan,1980,25800
Nicaragua,1930,25800
Malta,1970,11600
World,1730-2010,9300
World,1730-2010,5400
Barbados,1930,17200
World,1730-2010,22200
World,1730-2010,5400
Congo The Democratic Republic Of The,1970,11600
Bhutan,1970,12400
Italy,1970,6500
World,1730-2010,6500
Samoa,1910,9000
Malawi,1920,42800
Antigua And Barbuda,1970,22200
World,1730-2010,6500
Colombia,1890,38600
Northern Mariana Islands,1970,9300
Mali,2000,34400
World,1730-2010,17200
Sudan,1950,17200
Turkey,1970,6500
Palestinian Territory Occupied,1970,3100
World,1730-2010,3100
Morocco,1930,9300
Grenada,1940,5400
Malta,1930,34400
Mayotte,1930,9300
World,1730-2010,22200
Western Sahara,1980,34400
Bolivia,1920,9300
Mauritius,1940,11600
Wallis And Futuna Islands,1940,20900
Taiwan,1930,17200
Mayotte,1940,22200
World,1730-2010,5400
World,1730-2010,17200
Samoa,1940,9000
World,1730-2010,20900
World,1730-2010,9000
Macedonia,1920,24100
World,1730-2010,12400
Poland,2010,9000
Nicaragua,1970,9300
French Guiana,1960,9000
Tuvalu,1890,12400
Cook Islands,1970,12400
Cocos (Keeling) Islands,1980,22200
World,1730-2010,11600
World,1730-2010,9300
Fiji Islands,1930,17200
French Polynesia,1940,9300
World,1730-2010,20900
Mauritius,1940,11600
Kuwait,1950,22200
Zambia,1940,11600
World,1730-2010,22200
World,1730-2010,9000
British Indian Ocean Territory,1940,5400
World,1730-2010,11600
Papua new Guinea,1920,11600
World,1730-2010,9000
World,1730-2010,11600
Greenland,1940,9300
Greece,1910,12400
World,1730-2010,9000
Samoa,1940,25800
World,1730-2010,17200
Liechtenstein,1950,12400
World,1730-2010,6500
Maldives,1970,6500
Pitcairn Island,1960,9300
World,1730-2010,11600
Taiwan,1950,9000
Israel,1910,9300
World,1730-2010,11600
World,1730-2010,3100
World,1730-2010,22200
Saint Helena,1930,9300
Norfolk Island,1930,9300
United States,1970,9300
Argentina,1950,6500
World,1730-2010,9300
World,1730-2010,9000
Antigua And Barbuda,2000,9300
World,1730-2010,24100
El Salvador,1900,25800
World,1730-2010,20900
Andorra,1980,22200
World,1730-2010,9300
Japan,1950,11600
Moldova,1950,9300
World,1730-2010,9000
World,1730-2010,12400
World,1730-2010,6500
Aruba,1940,22200
Aland Islands,1920,5400
Nepal,1940,20900
World,1730-2010,9300
Aruba,1970,9000
World,1730-2010,9300
Cook Islands,1940,11600
World,1730-2010,22200
Serbia,1890,25800
Serbia,1970,25800
World,1730-2010,5400
World,1730-2010,9000
World,1730-2010,9000
Gambia The,1970,6500
World,1730-2010,17200
Guinea-Bissau,1970,17200
Haiti,1950,3100
World,1730-2010,11600
Macedonia,1960,20900
Indonesia,1910,34400
Saint Kitts And Nevis,1920,3100
Bolivia,1900,9000
Barbados,1960,22200
South Africa,1920,12400
Philippines,1940,9300
Taiwan,1950,9300
World,1730-2010,20900
World,1730-2010,11600
Iraq,1880,11600
Argentina,1940,24100
Belgium,1980,5400
World,1730-2010,11600
France,1870,12400
British Indian Ocean Territory,1950,42800
Nauru,1980,20900
World,1730-2010,12400
Puerto Rico,1980,9300
Dominican Republic,1910,3100
Brunei,1910,24100
French Polynesia,1940,24100
World,1730-2010,17200
Russia,1920,9300
World,1730-2010,11600
Finland,1950,9000
World,1730-2010,3100
Malawi,1970,12400
Tuvalu,1960,9300
Iceland,1970,3100
Aruba,1960,6500
Cocos (Keeling) Islands,1970,20900
Hungary,1950,20900
World,1730-2010,9000
World,1730-2010,6500
World,1730-2010,6500
Libya,1940,9000
Saint-Barthelemy,1940,22200
World,1730-2010,11600
French Polynesia,1880,6500
Romania,1950,11600
World,1730-2010,20900
World,1730-2010,6500
Mongolia,1910,9300
Equatorial Guinea,1910,34400
World,1730-2010,20900
World,1730-2010,12400
World,1730-2010,9300
World,1730-2010,9300
Turkmenistan,1950,3100
Guatemala,1900,9300
World,1730-2010,11600
World,1730-2010,22200
World,1730-2010,9000
Tuvalu,1930,5400
Equatorial Guinea,1940,5400
Guadeloupe,1940,12400
Venezuela,1960,9000
World,1730-2010,9300
Latvia,1880,9000
World,1730-2010,12400
World,1730-2010,17200
World,1730-2010,39500
United Arab Emirates,1950,17200
Afghanistan,1880,5400
World,1730-2010,9000
World,1730-2010,12400
New Caledonia,1940,22200
Virgin Islands (British),1960,11600
World,1730-2010,9300
World,1730-2010,12400
World,1730-2010,5400
El Salvador,1920,11600
World,1730-2010,11600
World,1730-2010,25800
World,1730-2010,11600
San Marino,1890,6500
World,1730-2010,5400
Kyrgyzstan,1950,9000
World,1730-2010,5400
World,1730-2010,9300
Bhutan,1950,34400
World,1730-2010,25800
World,1730-2010,9000
World,1730-2010,24100
World,1730-2010,3100
Colombia,1960,12400
World,1730-2010,9300
World,1730-2010,17200
Anguilla,1860,34700
Virgin Islands (British),1950,11600
Canada,1950,24100
Wallis And Futuna Islands,1930,17200
Aland Islands,1920,34700
Paraguay,1920,34400
World,1730-2010,17200
World,1730-2010,9000
Jersey,1930,11600
World,1730-2010,9000
World,1730-2010,9300
Iceland,1940,17200
Albania,1930,5400
World,1730-2010,9000
World,1730-2010,22200
Greenland,1930,5400
Burundi,1980,9300
World,1730-2010,22200
World,1730-2010,9300
World,1730-2010,22200
Nigeria,1970,9300
World,1730-2010,24100
Virgin Islands (British),1930,9000
Guam,1950,9000
Curaçao,1930,9300
World,1730-2010,24100
Turks And Caicos Islands,1980,9300
Mexico,1900,17200
Azerbaijan,1940,25800
Italy,1920,6500
Panama,1810,9300
Israel,1960,6500
World,1730-2010,25800
World,1730-2010,12400
World,1730-2010,9300
World,1730-2010,24100
World,1730-2010,9300
Burkina Faso,1940,9300
World,1730-2010,9000
World,1730-2010,11600
World,1730-2010,9300
World,1730-2010,22200
World,1730-2010,20900
World,1730-2010,9300
Liechtenstein,1920,22200
Uzbekistan,1970,20900
Burundi,1950,12400
World,1730-2010,6500
World,1730-2010,42800
Denmark,1910,11600
Spain,1920,20900
Guatemala,1940,24100
Serbia,1950,5400
World,1730-2010,5400
Vietnam,1940,20900
World,1730-2010,3100
World,1730-2010,17200
Georgia,1950,5400
World,1730-2010,12400
World,1730-2010,9300
South Sudan,1930,9000
Comoros,1970,6500
Western Sahara,1950,17200
Mali,1970,9000
Jamaica,1970,9000
World,1730-2010,9300
Guatemala,1900,22200
Sri Lanka,1890,9300
World,1730-2010,34400
Peru,1880,17200
Panama,1920,17200
World,1730-2010,34700
Montserrat,1970,24100
World,1730-2010,5400
World,1730-2010,17200
Australia,1920,22200
South Africa,1900,12400
Chad,1920,34400
Cyprus,1970,17200
World,1730-2010,17200
World,1730-2010,12400
World,1730-2010,9300
Kosovo,1930,34400
World,1730-2010,9300
World,1730-2010,11600
World,1730-2010,17200
World,1730-2010,9000
Antigua And Barbuda,2000,12400
Grenada,1930,3100
Somalia,1960,9300
World,1730-2010,9300
World,1730-2010,9000
Pitcairn Island,1970,11600
Saint Helena,1950,6500
World,1730-2010,9300
World,1730-2010,12400
Puerto Rico,1950,11600
World,1730-2010,17200
Aland Islands,1920,34400
Somalia,1940,9000
World,1730-2010,20900
World,1730-2010,5400
Guinea,1970,20900
Cocos (Keeling) Islands,1930,9000
World,1730-2010,34400
World,1730-2010,12400
World,1730-2010,12400
World,1730-2010,11600
Japan,1930,9300
World,1730-2010,9300
World,1730-2010,42800
Korea South,1990,9300
Saint-Martin (French part),1970,3100
Swaziland,1960,17200
Djibouti,1910,9000
Cayman Islands,1940,6500
World,1730-2010,17200
World,1730-2010,22200
South Georgia,1950,5400
World,1730-2010,9000
World,1730-2010,9000
Jersey,1940,24100
Micronesia,1960,25800
Nepal,1950,34700
Sweden,1880,9000
World,1730-2010,9300
Hungary,1950,38600
Samoa,1960,17200
Croatia (Hrvatska),1940,11600
Greece,1930,25800
Morocco,1850,12400
France,1970,5400
World,1730-2010,9300
Cocos (Keeling) Islands,1950,34400
France,1870,9300
Macedonia,1840,9000
Monaco,1950,9300
World,1730-2010,9000
Uruguay,1970,12400
Tajikistan,1870,25800
New Caledonia,1970,12400
World,1730-2010,17200
Kyrgyzstan,1970,12400
Kazakhstan,1940,9300
Montserrat,1940,9000
Montserrat,1880,39500
Montserrat,1810,6500
World,1730-2010,5400
World,1730-2010,22200
Afghanistan,1870,9300
World,1730-2010,20900
Cocos (Keeling) Islands,1980,6500
World,1730-2010,34700
India,1970,9300
Papua new Guinea,1960,3100
World,1730-2010,9000
Korea South,1990,9300
World,1730-2010,9000
Vanuatu,1900,25800
World,1730-2010,17200
World,1730-2010,9000
Mauritius,1960,22200
Jordan,1960,24100
World,1730-2010,6500
World,1730-2010,9000
Croatia (Hrvatska),1870,11600
Mauritania,1970,20900
Slovenia,1970,25800
World,1730-2010,12400
Brunei,1910,6500
Panama,1920,12400
World,1730-2010,20900
Barbados,1920,17200
World,1730-2010,17200
Puerto Rico,1950,5400
Czech Republic,1940,17200
World,1730-2010,6500
World,1730-2010,20900
Honduras,1920,9000
World,1730-2010,11600
World,1730-2010,12400
Pitcairn Island,1970,22200
Mongolia,1930,11600
Bulgaria,1940,17200
Micronesia,1930,9300
Belize,1880,9000
World,1730-2010,20900
Norway,1900,43100
World,1730-2010,22200
Greenland,1900,20900
Saint-Barthelemy,1950,9000
Somalia,1900,9300
Malawi,1950,9300
Albania,1960,11600
World,1730-2010,6500
Reunion,1930,12400
Central African Republic,1970,9300
Dominican Republic,1960,9000
World,1730-2010,9300
Malawi,1940,9300
World,1730-2010,34400
Haiti,1890,11600
World,1730-2010,22200
Virgin Islands (British),1960,17200
Namibia,1960,34400
Costa Rica,1970,12400
British Indian Ocean Territory,1970,20900
World,1730-2010,9300
World,1730-2010,12400
Cuba,1940,5400
Nepal,1960,6500
France,1950,6500
World,1730-2010,9300
Liberia,1930,6500
Kosovo,1940,17200
San Marino,1940,3100
Taiwan,1950,11600
World,1730-2010,11600
Gabon,1970,12400
"Bonaire, Sint Eustatius and Saba",1950,17200
Senegal,1940,12400
Bolivia,1900,12400
Sint Maarten (Dutch part),1940,9300
World,1730-2010,20900
Tanzania,1980,5400
Niger,1950,9300
World,1730-2010,34400
Malawi,1950,12400
World,1730-2010,9000
World,1730-2010,39500
French Southern Territories,1890,22200
World,1730-2010,9000
World,1730-2010,9300
Cameroon,1930,24100
World,1730-2010,24100
World,1730-2010,17200
Malawi,1820,9300
Tunisia,1950,6500
World,1730-2010,6500
Gibraltar,1940,11600
World,1730-2010,49000
World,1730-2010,9300
World,1730-2010,11600
Iceland,1900,42800
Brunei,1970,12400
World,1730-2010,6500
Burundi,1980,17200
World,1730-2010,38600
World,1730-2010,25800
World,1730-2010,6500
Japan,1890,17200
Albania,1960,20900
World,1730-2010,9300
Dominica,1920,9300
World,1730-2010,12400
Brunei,1950,11600
World,1730-2010,5400
Gibraltar,1970,24100
Montenegro,1890,6500
American Samoa,1930,12400
Honduras,1970,11600
Ukraine,1950,20900
Gambia The,1960,11600
World,1730-2010,5400
Mali,1970,9300
East Timor,1960,24100
Colombia,1960,3100
World,1730-2010,5400
Chile,1970,5400
Paraguay,1940,12400
Botswana,1970,9000
Suriname,1960,9300
Saint Helena,1960,20900
Nepal,1960,9300
Congo The Democratic Republic Of The,1950,9300
Tajikistan,1920,6500
Panama,1950,5400
Cape Verde,1930,9300
Greece,1940,9000
Mexico,1930,12400
World,1730-2010,11600
Saint Pierre and Miquelon,1970,20900
