Region,BeginDate,Income ($)
Port Vila; Vanuatu; Melanesia; Oceania,1930,20900
Paris; France; Western Europe; Europe,1954,6500
Hanoi; Vietnam; South-Eastern Asia; Asia,2006,9300
Monrovia; Liberia; Western Africa; Africa,1937,6500
Pristina; Kosovo; Eastern Europe; Europe,1943,17200
San Marino; San Marino; Southern Europe; Europe,1946,3100
Taipei; Taiwan; Eastern Asia; Asia,1954,11600
Oranjestad; Aruba; Caribbean; Americas,1809,11600
Libreville; Gabon; Middle Africa; Africa,1972,12400
"Kralendijk; Bonaire, Sint Eustatius and Saba; Caribbean; Americas",1951,17200
Dakar; Senegal; Western Africa; Africa,1943,12400
Sucre; Bolivia; South America; Americas,1909,12400
Philipsburg; Sint Maarten (Dutch part); Caribbean; Americas,1948,9300
Bamako; Mali; Western Africa; Africa,1908,20900
Dodoma; Tanzania; Eastern Africa; Africa,1988,5400
Niamey; Niger; Western Africa; Africa,1951,9300
Nuku'alofa; Tonga; Polynesia; Oceania,1809,34400
Lilongwe; Malawi; Eastern Africa; Africa,1955,12400
St Peter Port; Guernsey and Alderney; Northern Europe; Europe,1830,9000
Noumea; New Caledonia; Melanesia; Oceania,1984,39500
Port-aux-Francais; French Southern Territories; Southern Africa; Africa,1892,22200
Sarajevo; Bosnia and Herzegovina; Southern Europe; Europe,1814,9000
Nassau; Bahamas The; Caribbean; Americas,1837,9300
Yaounde; Cameroon; Middle Africa; Africa,1935,24100
Conakry; Guinea; Western Africa; Africa,1807,24100
Abuja; Nigeria; Western Africa; Africa,1793,17200
Lilongwe; Malawi; Eastern Africa; Africa,1827,9300
Tunis; Tunisia; Northern Africa; Africa,1954,6500
Willemstad; Curaçao; Caribbean; Americas,2003,6500
Gibraltar; Gibraltar; Southern Europe; Europe,1944,11600
Praia; Cape Verde; Western Africa; Africa,1793,49000
Plymouth; Montserrat; Caribbean; Americas,1845,9300
Bratislava; Slovakia; Eastern Europe; Europe,1984,11600
Reykjavik; Iceland; Northern Europe; Europe,1900,42800
Bandar Seri Begawan; Brunei; South-Eastern Asia; Asia,1976,12400
Libreville; Gabon; Middle Africa; Africa,1986,6500
Bujumbura; Burundi; Eastern Africa; Africa,1986,17200
Bujumbura; Burundi; Eastern Africa; Africa,1841,38600
Asmara; Eritrea; Eastern Africa; Africa,1839,25800
Baghdad; Iraq; Western Asia; Asia,1837,6500
Tokyo; Japan; Eastern Asia; Asia,1896,17200
Tirana; Albania; Southern Europe; Europe,1962,20900
Paris; France; Western Europe; Europe,1810,9300
Roseau; Dominica; Caribbean; Americas,1925,9300
Alofi; Niue; Polynesia; Oceania,1857,12400
Bandar Seri Begawan; Brunei; South-Eastern Asia; Asia,1953,11600
Suva; Fiji Islands; Melanesia; Oceania,1838,5400
Gibraltar; Gibraltar; Southern Europe; Europe,1976,24100
Podgorica; Montenegro; Southern Europe; Europe,1897,6500
Pago Pago; American Samoa; Polynesia; Oceania,1931,12400
Tegucigalpa; Honduras; Central America; Americas,1972,11600
Kiev; Ukraine; Eastern Europe; Europe,1955,20900
Banjul; Gambia The; Western Africa; Africa,1967,11600
Abuja; Nigeria; Western Africa; Africa,1848,5400
Bamako; Mali; Western Africa; Africa,1976,9300
Dili; East Timor; South-Eastern Asia; Asia,1962,24100
Bogota; Colombia; South America; Americas,1964,3100
Islamabad; Pakistan; Southern Asia; Asia,1802,5400
Santiago; Chile; South America; Americas,1972,5400
Asuncion; Paraguay; South America; Americas,1947,12400
Gaborone; Botswana; Southern Africa; Africa,1972,9000
Paramaribo; Suriname; South America; Americas,1969,9300
Jamestown; Saint Helena; Western Africa; Africa,1960,20900
Kathmandu; Nepal; Southern Asia; Asia,1966,9300
Kinshasa; Congo The Democratic Republic Of The; Middle Africa; Africa,1954,9300
Dushanbe; Tajikistan; Central Asia; Asia,1920,6500
Panama City; Panama; Central America; Americas,1950,5400
Praia; Cape Verde; Western Africa; Africa,1930,9300
Athens; Greece; Southern Europe; Europe,1945,9000
Mexico City; Mexico; Central America; Americas,1936,12400
Mata Utu; Wallis And Futuna Islands; Polynesia; Oceania,2015,11600
Saint-Pierre; Saint Pierre and Miquelon; Northern America; Americas,1973,20900
Yerevan; Armenia; Western Asia; Asia,1859,20900
Saint-Denis; Reunion; Eastern Africa; Africa,1973,39500
Amman; Jordan; Western Asia; Asia,1966,3100
Amman; Jordan; Western Asia; Asia,1834,5400
Riyadh; Saudi Arabia; Western Asia; Asia,1875,12400
"Douglas, Isle of Man; Man (Isle of); Northern Europe; Europe",1839,12400
Harare; Zimbabwe; Eastern Africa; Africa,1957,25800
Baku; Azerbaijan; Western Asia; Asia,2002,5400
Havana; Cuba; Caribbean; Americas,1823,6500
Riga; Latvia; Northern Europe; Europe,1892,6500
Moroni; Comoros; Eastern Africa; Africa,2004,11600
Cairo; Egypt; Northern Africa; Africa,1928,6500
Sao Tome; Sao Tome and Principe; Middle Africa; Africa,1971,11600
Ouagadougou; Burkina Faso; Western Africa; Africa,1843,22200
Port of Spain; Trinidad And Tobago; Caribbean; Americas,1924,9300
Wellington; New Zealand; Australia and New Zealand; Oceania,1909,6500
Paramaribo; Suriname; South America; Americas,1879,17200
Phnom Penh; Cambodia; South-Eastern Asia; Asia,1878,20900
Santiago; Chile; South America; Americas,1962,9300
San Jose; Costa Rica; Central America; Americas,1903,17200
Nicosia; Cyprus; Southern Europe; Europe,1855,11600
Santiago; Chile; South America; Americas,1870,12400
Buenos Aires; Argentina; South America; Americas,1931,6500
Seoul; Korea South; Eastern Asia; Asia,1911,9300
San Juan; Puerto Rico; Caribbean; Americas,1772,11600
Tunis; Tunisia; Northern Africa; Africa,1932,12400
Tokyo; Japan; Eastern Asia; Asia,1917,34400
Athens; Greece; Southern Europe; Europe,1797,25800
Belgrade; Serbia; Southern Europe; Europe,1815,11600
Tarawa; Kiribati; Micronesia; Oceania,1810,22200
Baghdad; Iraq; Western Asia; Asia,1990,12400
Bratislava; Slovakia; Eastern Europe; Europe,2002,6500
San Jose; Costa Rica; Central America; Americas,2015,20900
Riyadh; Saudi Arabia; Western Asia; Asia,1969,25800
San Jose; Costa Rica; Central America; Americas,1899,17200
Bandar Seri Begawan; Brunei; South-Eastern Asia; Asia,1996,11600
Bujumbura; Burundi; Eastern Africa; Africa,1971,24100
Belgrade; Serbia; Southern Europe; Europe,1894,17200
Moscow; Russia; Eastern Europe; Europe,1922,9300
Chisinau; Moldova; Eastern Europe; Europe,1930,17200
Berlin; Germany; Western Europe; Europe,1888,25800
Beijing; China; Eastern Asia; Asia,1837,9300
Port Louis; Mauritius; Eastern Africa; Africa,1954,20900
Tunis; Tunisia; Northern Africa; Africa,1839,24100
Jerusalem; Israel; Western Asia; Asia,1988,12400
Jamestown; Saint Helena; Western Africa; Africa,1890,17200
Abu Dhabi; United Arab Emirates; Western Asia; Asia,1907,20900
Belgrade; Serbia; Southern Europe; Europe,1896,20900
Philipsburg; Sint Maarten (Dutch part); Caribbean; Americas,1900,9000
Vientiane; Laos; South-Eastern Asia; Asia,1893,9300
Bern; Switzerland; Western Europe; Europe,1896,9000
London; United Kingdom; Northern Europe; Europe,1924,9000
San Salvador; El Salvador; Central America; Americas,1977,20900
Bangui; Central African Republic; Middle Africa; Africa,1975,9000
Vatican City; Vatican City State (Holy See); Southern Europe; Europe,1970,20900
Avarua; Cook Islands; Polynesia; Oceania,1957,9000
Avarua; Cook Islands; Polynesia; Oceania,1964,20900
Alofi; Niue; Polynesia; Oceania,1979,39500
New Delhi; India; Southern Asia; Asia,1980,9000
Vientiane; Laos; South-Eastern Asia; Asia,1958,9000
Nuku'alofa; Tonga; Polynesia; Oceania,1957,5400
Belmopan; Belize; Central America; Americas,1944,6500
Saipan; Northern Mariana Islands; Micronesia; Oceania,1950,9000
Kuala Lumpur; Malaysia; South-Eastern Asia; Asia,1890,5400
Abuja; Nigeria; Western Africa; Africa,1893,11600
Tegucigalpa; Honduras; Central America; Americas,1967,24100
Tehran; Iran; Southern Asia; Asia,1842,6500
Kingstown; Saint Vincent And The Grenadines; Caribbean; Americas,1960,11600
Belgrade; Serbia; Southern Europe; Europe,1863,6500
Moroni; Comoros; Eastern Africa; Africa,1929,5400
Mbabane; Swaziland; Southern Africa; Africa,1913,9300
Niamey; Niger; Western Africa; Africa,1908,12400
Fort-de-France; Martinique; Caribbean; Americas,1916,6500
Ouagadougou; Burkina Faso; Western Africa; Africa,1941,9300
Kinshasa; Congo The Democratic Republic Of The; Middle Africa; Africa,1886,9300
Mogadishu; Somalia; Eastern Africa; Africa,1955,9300
Asuncion; Paraguay; South America; Americas,1941,9000
Tallinn; Estonia; Northern Europe; Europe,1852,3100
Helsinki; Finland; Northern Europe; Europe,1882,9300
Macao; Macau S.A.R.; Eastern Asia; Asia,1847,24100
Bridgetown; Barbados; Caribbean; Americas,1931,17200
Zagreb; Croatia (Hrvatska); Southern Europe; Europe,1882,6500
Kuala Lumpur; Malaysia; South-Eastern Asia; Asia,1955,3100
Mbabane; Swaziland; Southern Africa; Africa,1974,34700
Port Louis; Mauritius; Eastern Africa; Africa,1969,17200
N'Djamena; Chad; Middle Africa; Africa,1925,3100
Sofia; Bulgaria; Eastern Europe; Europe,1965,9300
Stockholm; Sweden; Northern Europe; Europe,1963,43100
Longyearbyen; Svalbard And Jan Mayen Islands; Northern Europe; Europe,1972,9300
Amman; Jordan; Western Asia; Asia,1946,9300
Libreville; Gabon; Middle Africa; Africa,1787,12400
Lilongwe; Malawi; Eastern Africa; Africa,1973,20900
Zagreb; Croatia (Hrvatska); Southern Europe; Europe,1884,12400
Port-au-Prince; Haiti; Caribbean; Americas,1943,22200
Kigali; Rwanda; Eastern Africa; Africa,1943,22200
Phnom Penh; Cambodia; South-Eastern Asia; Asia,1962,11600
Baku; Azerbaijan; Western Asia; Asia,1922,9300
Oranjestad; Aruba; Caribbean; Americas,1896,22200
Santo Domingo; Dominican Republic; Caribbean; Americas,1919,6500
Palikir; Micronesia; Micronesia; Oceania,1850,9000
Dili; East Timor; South-Eastern Asia; Asia,1969,9300
Roseau; Dominica; Caribbean; Americas,1973,12400
Jerusalem; Israel; Western Asia; Asia,1918,12400
East Jerusalem; Palestinian Territory Occupied; Western Asia; Asia,1939,22200
Taipei; Taiwan; Eastern Asia; Asia,1920,9300
Algiers; Algeria; Northern Africa; Africa,1951,5400
Baku; Azerbaijan; Western Asia; Asia,1943,9300
Asmara; Eritrea; Eastern Africa; Africa,1958,6500
Dakar; Senegal; Western Africa; Africa,1939,5400
Khartoum; Sudan; Northern Africa; Africa,1944,17200
Windhoek; Namibia; Southern Africa; Africa,1960,11600
Montevideo; Uruguay; South America; Americas,1936,12400
Port-aux-Francais; French Southern Territories; Southern Africa; Africa,1933,24100
Ouagadougou; Burkina Faso; Western Africa; Africa,1900,9300
Algiers; Algeria; Northern Africa; Africa,1937,20900
Vienna; Austria; Western Europe; Europe,1886,34400
Ljubljana; Slovenia; Southern Europe; Europe,1938,17200
Sanaa; Yemen; Western Asia; Asia,1931,25800
Adamstown; Pitcairn Island; Polynesia; Oceania,1941,11600
Tegucigalpa; Honduras; Central America; Americas,1950,5400
St Peter Port; Guernsey and Alderney; Northern Europe; Europe,1952,9300
Bissau; Guinea-Bissau; Western Africa; Africa,1958,9300
Tokyo; Japan; Eastern Asia; Asia,1868,9300
Vaduz; Liechtenstein; Western Europe; Europe,1933,25800
Stockholm; Sweden; Northern Europe; Europe,1929,20900
Sofia; Bulgaria; Eastern Europe; Europe,1932,34400
Amman; Jordan; Western Asia; Asia,1904,3100
Mbabane; Swaziland; Southern Africa; Africa,1979,20900
Windhoek; Namibia; Southern Africa; Africa,1913,9300
West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,1920,9300
Pretoria; South Africa; Southern Africa; Africa,1839,12400
Washington; United States; Northern America; Americas,1827,9300
Addis Ababa; Ethiopia; Eastern Africa; Africa,1927,9300
Astana; Kazakhstan; Central Asia; Asia,1985,34400
Kingston; Jamaica; Caribbean; Americas,2003,5400
Managua; Nicaragua; Central America; Americas,1987,9300
Brussels; Belgium; Western Europe; Europe,2010,11600
San Marino; San Marino; Southern Europe; Europe,1968,24100
Pristina; Kosovo; Eastern Europe; Europe,1998,43100
Singapur; Singapore; South-Eastern Asia; Asia,2016,6500
Taipei; Taiwan; Eastern Asia; Asia,1990,24100
Bishkek; Kyrgyzstan; Central Asia; Asia,1983,25800
West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,2003,12400
Santiago; Chile; South America; Americas,1800,9000
Sucre; Bolivia; South America; Americas,1830,9300
Paris; France; Western Europe; Europe,1817,11600
Juba; South Sudan; Middle Africa; Africa,1873,5400
East Jerusalem; Palestinian Territory Occupied; Western Asia; Asia,1946,9300
Port Louis; Mauritius; Eastern Africa; Africa,1840,24100
Beijing; China; Eastern Asia; Asia,1926,24100
Quito; Ecuador; South America; Americas,1910,12400
Tarawa; Kiribati; Micronesia; Oceania,1928,20900
Port Moresby; Papua new Guinea; Melanesia; Oceania,1914,9300
Georgetown; Guyana; South America; Americas,1895,9000
Bratislava; Slovakia; Eastern Europe; Europe,1875,9300
Lilongwe; Malawi; Eastern Africa; Africa,1948,6500
Seoul; Korea South; Eastern Asia; Asia,1913,20900
East Jerusalem; Palestinian Territory Occupied; Western Asia; Asia,1919,25800
Caracas; Venezuela; South America; Americas,1967,9300
Noumea; New Caledonia; Melanesia; Oceania,1981,11600
Dakar; Senegal; Western Africa; Africa,1935,9300
Tirana; Albania; Southern Europe; Europe,1940,20900
Tegucigalpa; Honduras; Central America; Americas,2008,11600
Doha; Qatar; Western Asia; Asia,1864,11600
Lima; Peru; South America; Americas,1894,5400
Moscow; Russia; Eastern Europe; Europe,1925,9300
Lima; Peru; South America; Americas,1896,20900
Hagatna; Guam; Micronesia; Oceania,1875,20900
Libreville; Gabon; Middle Africa; Africa,1836,24100
Kigali; Rwanda; Eastern Africa; Africa,2002,17200
Washington; United States; Northern America; Americas,1999,17200
Riga; Latvia; Northern Europe; Europe,1932,9300
Belmopan; Belize; Central America; Americas,1942,6500
Niamey; Niger; Western Africa; Africa,1949,5400
Conakry; Guinea; Western Africa; Africa,1961,5400
Longyearbyen; Svalbard And Jan Mayen Islands; Northern Europe; Europe,1968,9000
Amman; Jordan; Western Asia; Asia,1967,42800
Saipan; Northern Mariana Islands; Micronesia; Oceania,1956,24100
Suva; Fiji Islands; Melanesia; Oceania,1961,9000
Fort-de-France; Martinique; Caribbean; Americas,1954,11600
Dushanbe; Tajikistan; Central Asia; Asia,1975,5400
Ljubljana; Slovenia; Southern Europe; Europe,1945,11600
Tarawa; Kiribati; Micronesia; Oceania,1932,20900
Pristina; Kosovo; Eastern Europe; Europe,1964,12400
Gustavia; Saint-Barthelemy; Caribbean; Americas,1931,9000
Juba; South Sudan; Middle Africa; Africa,1965,6500
Bridgetown; Barbados; Caribbean; Americas,1942,11600
Skopje; Macedonia; Southern Europe; Europe,1967,3100
Mexico City; Mexico; Central America; Americas,1920,12400
Andorra la Vella; Andorra; Southern Europe; Europe,1983,22200
Monaco; Monaco; Western Europe; Europe,1931,9000
Mexico City; Mexico; Central America; Americas,1952,25800
Flying Fish Cove; Christmas Island; Australia and New Zealand; Oceania,1896,12400
Hanoi; Vietnam; South-Eastern Asia; Asia,1940,9000
Alofi; Niue; Polynesia; Oceania,1940,34700
Adamstown; Pitcairn Island; Polynesia; Oceania,1922,9300
Tbilisi; Georgia; Western Asia; Asia,1857,17200
Kingston; Norfolk Island; Australia and New Zealand; Oceania,1890,22200
Harare; Zimbabwe; Eastern Africa; Africa,2004,12400
Moscow; Russia; Eastern Europe; Europe,1983,24100
Palikir; Micronesia; Micronesia; Oceania,1983,11600
Thimphu; Bhutan; Southern Asia; Asia,1957,20900
Kabul; Afghanistan; Southern Asia; Asia,1984,12400
Vatican City; Vatican City State (Holy See); Southern Europe; Europe,1972,12400
Vientiane; Laos; South-Eastern Asia; Asia,1946,34400
Sucre; Bolivia; South America; Americas,1986,11600
Hong Kong; Hong Kong S.A.R.; Eastern Asia; Asia,1919,9300
Banjul; Gambia The; Western Africa; Africa,1922,9300
Avarua; Cook Islands; Polynesia; Oceania,1920,34400
Ulan Bator; Mongolia; Eastern Asia; Asia,1911,5400
Lusaka; Zambia; Eastern Africa; Africa,1922,11600
Adamstown; Pitcairn Island; Polynesia; Oceania,1920,9300
East Jerusalem; Palestinian Territory Occupied; Western Asia; Asia,1908,9300
Nicosia; Cyprus; Southern Europe; Europe,1800,17200
Gustavia; Saint-Barthelemy; Caribbean; Americas,1889,12400
Port of Spain; Trinidad And Tobago; Caribbean; Americas,1952,22200
Nay Pyi Taw; Myanmar; South-Eastern Asia; Asia,1920,9000
Vienna; Austria; Western Europe; Europe,1982,34400
Fort-de-France; Martinique; Caribbean; Americas,1957,22200
Baku; Azerbaijan; Western Asia; Asia,1987,6500
Mamoudzou; Mayotte; Eastern Africa; Africa,1952,17200
Vaduz; Liechtenstein; Western Europe; Europe,1890,6500
Sarajevo; Bosnia and Herzegovina; Southern Europe; Europe,1973,20900
Cayenne; French Guiana; South America; Americas,1974,25800
Porto-Novo; Benin; Western Africa; Africa,1963,39500
Asmara; Eritrea; Eastern Africa; Africa,1968,5400
Paramaribo; Suriname; South America; Americas,1965,9300
Quito; Ecuador; South America; Americas,1964,20900
Mariehamn; Aland Islands; Northern Europe; Europe,1960,3100
Helsinki; Finland; Northern Europe; Europe,1965,25800
Hagatna; Guam; Micronesia; Oceania,1901,11600
Lisbon; Portugal; Southern Europe; Europe,1979,9000
Honiara; Solomon Islands; Melanesia; Oceania,1989,24100
Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,1976,24100
Port Moresby; Papua new Guinea; Melanesia; Oceania,1969,17200
Lima; Peru; South America; Americas,1969,22200
Tallinn; Estonia; Northern Europe; Europe,1977,3100
Abu Dhabi; United Arab Emirates; Western Asia; Asia,1928,9300
Baku; Azerbaijan; Western Asia; Asia,1956,12400
Papeete; French Polynesia; Polynesia; Oceania,1959,9300
Canberra; Australia; Australia and New Zealand; Oceania,1953,6500
Monaco; Monaco; Western Europe; Europe,1954,34700
New Delhi; India; Southern Asia; Asia,1959,34400
Macao; Macau S.A.R.; Eastern Asia; Asia,1936,12400
Belgrade; Serbia; Southern Europe; Europe,1965,9300
Freetown; Sierra Leone; Western Africa; Africa,1967,11600
Podgorica; Montenegro; Southern Europe; Europe,1911,39500
Riyadh; Saudi Arabia; Western Asia; Asia,1994,38600
Santiago; Chile; South America; Americas,1931,9300
Riga; Latvia; Northern Europe; Europe,1955,12400
Brussels; Belgium; Western Europe; Europe,1944,3100
Rabat; Morocco; Northern Africa; Africa,1959,20900
Funafuti; Tuvalu; Polynesia; Oceania,1958,6500
Thimphu; Bhutan; Southern Asia; Asia,1905,9300
Santiago; Chile; South America; Americas,1907,9000
London; United Kingdom; Northern Europe; Europe,1922,6500
Luxembourg; Luxembourg; Western Europe; Europe,1925,9300
Apia; Samoa; Polynesia; Oceania,1953,38600
Diego Garcia; British Indian Ocean Territory; Eastern Africa; Africa,1912,6500
Muscat; Oman; Western Asia; Asia,1941,9000
Nicosia; Cyprus; Southern Europe; Europe,1931,9000
Bratislava; Slovakia; Eastern Europe; Europe,1971,17200
Manila; Philippines; South-Eastern Asia; Asia,1971,9000
The Valley; Anguilla; Caribbean; Americas,1887,9000
Tirana; Albania; Southern Europe; Europe,2003,5400
